university_id,year,num_students,student_staff_ratio,pct_international_students,pct_female_students,country_name,university_name,ranking_criteria_id,ranking_system_id,ranking_system_name,score,ranking_criteria_name,Country_id
119,2011,32474,70.4,13,55,Germany,University of Bonn,14,3,Center for World University Rankings,84,Research,21
412,2011,12646,16.6,5,27,Taiwan,National Chiao Tung University,19,3,Center for World University Rankings,82,Research,66
239,2011,37917,27.6,16,31,Germany,RWTH Aachen University,14,3,Center for World University Rankings,84,Research,21
397,2011,25779,22.2,7,44,Turkey,Middle East Technical University,19,3,Center for World University Rankings,82,Research,68
358,2011,17755,18.8,28,54,United Kingdom,University of Exeter,14,3,Center for World University Rankings,84,Research,72
446,2011,6631,12,26,37,Netherlands,University of Twente,19,3,Center for World University Rankings,82,Research,44
469,2011,10930,59.1,12,54,Germany,University of Konstanz,19,3,Center for World University Rankings,82,Research,21
216,2011,25294,24.6,16,26,Germany,Karlsruhe Institute of Technology,14,3,Center for World University Rankings,84,Research,21
327,2011,18209,16.9,39,54,Austria,University of Innsbruck,14,3,Center for World University Rankings,84,Research,3
162,2011,28327,38.9,12,58,Germany,University of Tübingen,14,3,Center for World University Rankings,84,Research,21
262,2011,20713,10.8,18,48,United States of America,Drexel University,14,3,Center for World University Rankings,84,Research,73
178,2011,36108,15.7,6,54,United States of America,University of Cincinnati,14,3,Center for World University Rankings,84,Research,73
122,2011,24774,11.6,14,54,South Korea,Yonsei University,14,3,Center for World University Rankings,84,Research,62
285,2011,15064,14.4,18,55,Canada,Dalhousie University,14,3,Center for World University Rankings,84,Research,9
1055,2011,12062,14.6,21,30,Sweden,KTH Royal Institute of Technology,21,3,Center for World University Rankings,82,Research,64
206,2011,34651,20.5,25,67,Austria,University of Vienna,14,3,Center for World University Rankings,84,Research,3
587,2011,23122,19,8,58,United States of America,Kent State University,21,3,Center for World University Rankings,82,Research,73
219,2011,24313,9.2,17,53,United States of America,University of Illinois at Chicago,14,3,Center for World University Rankings,84,Research,73
207,2011,47508,15.9,5,41,China,Zhejiang University,14,3,Center for World University Rankings,84,Research,11
394,2011,26640,28.3,19,55,Canada,Simon Fraser University,14,3,Center for World University Rankings,84,Research,9
5,2012,2243,6.9,27,33,United States of America,California Institute of Technology,1,1,Times Higher Education World University Ranking,100,Teaching,73
1,2012,20152,8.9,25,33,United States of America,Harvard University,1,1,Times Higher Education World University Ranking,100,Teaching,73
3,2012,15596,7.8,22,42,United States of America,Stanford University,1,1,Times Higher Education World University Ranking,100,Teaching,73
7,2012,19919,11.6,34,46,United Kingdom,University of Oxford,1,1,Times Higher Education World University Ranking,100,Teaching,72
6,2012,7929,8.4,27,45,United States of America,Princeton University,1,1,Times Higher Education World University Ranking,100,Teaching,73
4,2012,18812,11.8,34,46,United Kingdom,University of Cambridge,1,1,Times Higher Education World University Ranking,100,Teaching,72
2,2012,11074,9,33,37,United States of America,Massachusetts Institute of Technology,1,1,Times Higher Education World University Ranking,100,Teaching,73
28,2012,15060,11.7,51,37,United Kingdom,Imperial College London,1,1,Times Higher Education World University Ranking,100,Teaching,72
11,2012,14221,6.9,21,42,United States of America,University of Chicago,1,1,Times Higher Education World University Ranking,100,Teaching,73
10,2012,36186,16.4,15,50,United States of America,"University of California, Berkeley",1,1,Times Higher Education World University Ranking,100,Teaching,73
8,2012,11751,4.4,20,50,United States of America,Yale University,1,1,Times Higher Education World University Ranking,100,Teaching,73
9,2012,25055,5.9,28,50,United States of America,Columbia University,1,1,Times Higher Education World University Ranking,100,Teaching,73
19,2012,38206,10.3,15,52,United States of America,"University of California, Los Angeles",1,1,Times Higher Education World University Ranking,100,Teaching,73
15,2012,15128,3.6,23,50,United States of America,Johns Hopkins University,1,1,Times Higher Education World University Ranking,100,Teaching,73
1025,2012,18178,14.7,37,31,Switzerland,ETH Zurich – Swiss Federal Institute of Technology Zurich,21,3,Center for World University Rankings,82,Research,65
13,2012,20376,6.5,20,51,United States of America,University of Pennsylvania,1,1,Times Higher Education World University Ranking,100,Teaching,73
31,2012,26607,10.7,46,56,United Kingdom,University College London,1,1,Times Higher Education World University Ranking,100,Teaching,72
1026,2012,41786,9,16,48,United States of America,University of Michigan,21,3,Center for World University Rankings,82,Research,73
35,2012,66198,19.5,15,48,Canada,University of Toronto,1,1,Times Higher Education World University Ranking,100,Teaching,9
12,2012,21424,10.2,19,48,United States of America,Cornell University,1,1,Times Higher Education World University Ranking,100,Teaching,73
43,2012,11885,13.1,35,39,United States of America,Carnegie Mellon University,1,1,Times Higher Education World University Ranking,100,Teaching,73
27,2012,15172,4.8,17,49,United States of America,Duke University,1,1,Times Higher Education World University Ranking,100,Teaching,73
67,2012,50152,17.6,25,54,Canada,University of British Columbia,1,1,Times Higher Education World University Ranking,100,Teaching,9
87,2012,19967,20.1,26,31,United States of America,Georgia Institute of Technology,14,3,Center for World University Rankings,84,Research,73
1027,2012,44020,11.8,13,53,United States of America,University of Washington,21,3,Center for World University Rankings,82,Research,73
33,2012,18334,13.8,15,48,United States of America,Northwestern University,1,1,Times Higher Education World University Ranking,100,Teaching,73
1056,2012,39655,10.8,11,51,United States of America,University of Wisconsin-Madison,21,3,Center for World University Rankings,82,Research,73
41,2012,31326,13.7,23,56,Canada,McGill University,1,1,Times Higher Education World University Ranking,100,Teaching,9
30,2012,49427,17.4,9,51,United States of America,University of Texas at Austin,1,1,Times Higher Education World University Ranking,100,Teaching,73
14,2012,26199,5.7,10,51,Japan,University of Tokyo,1,1,Times Higher Education World University Ranking,100,Teaching,33
1028,2012,42727,18.7,20,47,United States of America,University of Illinois at Urbana-Champaign,21,3,Center for World University Rankings,82,Research,73
70,2012,7774,11.5,22,70,Sweden,Karolinska Institute,8,2,Shanghai Ranking,88,International,64
20,2012,27233,6.5,11,48,United States of America,"University of California, San Diego",1,1,Times Higher Education World University Ranking,100,Teaching,73
158,2012,19835,17.6,38,53,Hong Kong,University of Hong Kong,14,3,Center for World University Rankings,84,Research,24
40,2012,22020,27.3,11,52,United States of America,"University of California, Santa Barbara",1,1,Times Higher Education World University Ranking,100,Teaching,73
60,2012,25774,14.1,36,58,United Kingdom,University of Edinburgh,1,1,Times Higher Education World University Ranking,100,Teaching,72
118,2012,40128,23.7,35,55,Australia,University of Melbourne,14,3,Center for World University Rankings,84,Research,2
107,2012,14604,19.2,35,52,Australia,Australian National University,14,3,Center for World University Rankings,84,Research,2
45,2012,35364,13.9,13,54,United States of America,"University of California, Davis",1,1,Times Higher Education World University Ranking,100,Teaching,73
104,2012,31592,15.5,34,49,Singapore,National University of Singapore,14,3,Center for World University Rankings,84,Research,58
1029,2012,12528,5.7,17,49,United States of America,Washington University in St Louis,21,3,Center for World University Rankings,82,Research,73
1033,2012,46825,18,13,52,United States of America,University of Minnesota,21,3,Center for World University Rankings,82,Research,73
36,2012,26518,7.3,8,58,United States of America,University of North Carolina at Chapel Hill,1,1,Times Higher Education World University Ranking,100,Teaching,73
23,2012,42056,6.8,19,55,United States of America,New York University,1,1,Times Higher Education World University Ranking,100,Teaching,73
1035,2012,35691,15.5,13,62,Germany,LMU Munich,21,3,Center for World University Rankings,82,Research,21
1032,2012,9666,10.5,54,27,Switzerland,École Polytechnique Fédérale de Lausanne,21,3,Center for World University Rankings,82,Research,65
76,2012,34938,15.3,34,52,United Kingdom,University of Manchester,14,3,Center for World University Rankings,84,Research,72
66,2012,8653,10.1,19,52,United States of America,Brown University,1,1,Times Higher Education World University Ranking,100,Teaching,73
111,2012,40148,8.3,14,52,China,Peking University,14,3,Center for World University Rankings,84,Research,11
1046,2012,44501,12.4,12,46,United States of America,Pennsylvania State University,21,3,Center for World University Rankings,82,Research,73
17,2012,22809,5.6,7,46,Japan,Kyoto University,1,1,Times Higher Education World University Ranking,100,Teaching,33
187,2012,3055,10.1,4,20,South Korea,Pohang University of Science and Technology,14,3,Center for World University Rankings,84,Research,62
62,2012,24789,8.6,17,58,United States of America,Boston University,1,1,Times Higher Education World University Ranking,100,Teaching,73
44,2012,36534,12.9,20,52,United States of America,University of Southern California,1,1,Times Higher Education World University Ranking,100,Teaching,73
1040,2012,21394,11.4,37,61,United Kingdom,King’s College London,21,3,Center for World University Rankings,82,Research,72
1037,2012,51462,13.4,12,49,United States of America,Ohio State University,21,3,Center for World University Rankings,82,Research,73
94,2012,41868,20.2,28,57,Australia,University of Sydney,14,3,Center for World University Rankings,84,Research,2
1036,2012,26485,5.8,10,51,United States of America,University of Pittsburgh,21,3,Center for World University Rankings,82,Research,73
1030,2012,2400,7.9,20,46,France,École Normale Supérieure,21,3,Center for World University Rankings,82,Research,20
88,2012,26583,6.5,19,57,Switzerland,University of Zurich,14,3,Center for World University Rankings,84,Research,65
292,2012,11385,23.8,36,57,Hong Kong,Hong Kong University of Science and Technology,14,3,Center for World University Rankings,84,Research,24
61,2012,2429,4.8,30,18,France,École Polytechnique,1,1,Times Higher Education World University Ranking,100,Teaching,20
1034,2012,56959,13,11,49,United States of America,University of Massachusetts,21,3,Center for World University Rankings,82,Research,73
145,2012,23823,19.3,15,53,Canada,McMaster University,14,3,Center for World University Rankings,84,Research,9
98,2012,17906,14,25,53,United Kingdom,University of Bristol,14,3,Center for World University Rankings,84,Research,72
1048,2012,42503,41.9,18,54,Belgium,KU Leuven,21,3,Center for World University Rankings,82,Research,6
99,2012,30779,15.4,7,59,Netherlands,Utrecht University,14,3,Center for World University Rankings,84,Research,44
170,2012,25581,25.6,12,51,Germany,University of Göttingen,14,3,Center for World University Rankings,84,Research,21
59,2012,12161,3.6,10,52,United States of America,Vanderbilt University,1,1,Times Higher Education World University Ranking,100,Teaching,73
114,2012,39763,13.7,10,32,China,Tsinghua University,14,3,Center for World University Rankings,84,Research,11
57,2012,6333,9,26,44,United States of America,Rice University,1,1,Times Higher Education World University Ranking,100,Teaching,73
1042,2012,28881,24.5,17,55,Germany,Heidelberg University,21,3,Center for World University Rankings,82,Research,21
1041,2012,34718,32.7,27,53,Australia,The University of Queensland,21,3,Center for World University Rankings,82,Research,2
81,2012,12338,4.5,18,56,United States of America,Emory University,14,3,Center for World University Rankings,84,Research,73
1051,2012,9248,17,21,56,Netherlands,Wageningen University and Research Center,21,3,Center for World University Rankings,82,Research,44
86,2012,10410,10,14,54,United States of America,Tufts University,14,3,Center for World University Rankings,84,Research,73
46,2012,29325,16.1,8,45,United States of America,University of Colorado Boulder,1,1,Times Higher Education World University Ranking,100,Teaching,73
85,2012,21222,17.1,10,59,Netherlands,Leiden University,14,3,Center for World University Rankings,84,Research,44
125,2012,28251,11.5,15,59,Sweden,Lund University,14,3,Center for World University Rankings,84,Research,64
1044,2012,37032,17.3,8,51,United States of America,"Rutgers, the State University of New Jersey",21,3,Center for World University Rankings,82,Research,73
53,2012,9390,4.5,26,49,United States of America,University of Rochester,1,1,Times Higher Education World University Ranking,100,Teaching,73
265,2012,15489,15.7,24,54,United Kingdom,Durham University,14,3,Center for World University Rankings,84,Research,72
1050,2012,27862,8.7,18,48,France,Pierre and Marie Curie University,21,3,Center for World University Rankings,82,Research,20
324,2012,8338,12.7,47,56,United Kingdom,University of St Andrews,14,3,Center for World University Rankings,84,Research,72
47,2012,26614,16.1,16,52,United States of America,"University of California, Irvine",1,1,Times Higher Education World University Ranking,100,Teaching,73
131,2012,25266,18.2,12,57,Sweden,Uppsala University,14,3,Center for World University Rankings,84,Research,64
90,2012,35565,31.5,20,33,Germany,Technical University of Munich,14,3,Center for World University Rankings,84,Research,21
112,2012,11829,13.8,10,44,United States of America,University of Notre Dame,14,3,Center for World University Rankings,84,Research,73
58,2012,6178,6.6,16,47,United States of America,Dartmouth College,1,1,Times Higher Education World University Ranking,100,Teaching,73
89,2012,23505,15.1,6,66,Finland,University of Helsinki,14,3,Center for World University Rankings,84,Research,19
130,2012,24570,14.4,11,53,Netherlands,University of Amsterdam,14,3,Center for World University Rankings,84,Research,44
78,2012,9259,6.4,17,48,United States of America,Case Western Reserve University,14,3,Center for World University Rankings,84,Research,73
134,2012,9027,10,9,20,South Korea,Korea Advanced Institute of Science and Technology (KAIST),14,3,Center for World University Rankings,84,Research,62
68,2012,31331,8.4,9,48,United States of America,"University of Maryland, College Park",1,1,Times Higher Education World University Ranking,100,Teaching,73
123,2012,44750,15.7,15,51,United States of America,Michigan State University,14,3,Center for World University Rankings,84,Research,73
50,2012,36429,12.7,8,52,United States of America,University of Arizona,1,1,Times Higher Education World University Ranking,100,Teaching,73
1045,2012,39256,18.1,22,42,United States of America,Purdue University,21,3,Center for World University Rankings,82,Research,73
191,2012,12001,17.4,35,54,United Kingdom,University of Sussex,14,3,Center for World University Rankings,84,Research,72
108,2012,36299,21.6,23,55,Canada,University of Alberta,14,3,Center for World University Rankings,84,Research,9
179,2012,23311,15.5,31,50,United Kingdom,University of Sheffield,14,3,Center for World University Rankings,84,Research,72
142,2012,22616,16,29,57,United Kingdom,University of Glasgow,14,3,Center for World University Rankings,84,Research,72
268,2012,20040,12.1,18,53,South Africa,University of Cape Town,14,3,Center for World University Rankings,84,Research,61
276,2012,15920,19.4,25,26,Netherlands,Delft University of Technology,14,3,Center for World University Rankings,84,Research,44
139,2012,38264,20.3,25,57,Canada,University of Montreal,14,3,Center for World University Rankings,84,Research,9
141,2012,32166,34.1,9,57,Belgium,Ghent University,14,3,Center for World University Rankings,84,Research,6
542,2012,8747,15.9,37,57,United Kingdom,"Royal Holloway, University of London",21,3,Center for World University Rankings,82,Research,72
117,2012,9586,7.3,13,13,Japan,Tokyo Institute of Technology,14,3,Center for World University Rankings,84,Research,33
160,2012,29987,52.5,16,13,Germany,Humboldt University of Berlin,14,3,Center for World University Rankings,84,Research,21
165,2012,17404,22.7,1,53,United States of America,"University of California, Santa Cruz",14,3,Center for World University Rankings,84,Research,73
157,2012,12551,17.3,24,54,Switzerland,University of Basel,14,3,Center for World University Rankings,84,Research,65
202,2012,14708,22.5,14,54,Switzerland,University of Bern,14,3,Center for World University Rankings,84,Research,65
38,2012,25674,16.9,9,45,United States of America,University of Utah,1,1,Times Higher Education World University Ranking,100,Teaching,73
105,2012,21908,10.9,24,50,United States of America,Stony Brook University,14,3,Center for World University Rankings,84,Research,73
354,2012,8176,16,14,19,Netherlands,Eindhoven University of Technology,14,3,Center for World University Rankings,84,Research,44
195,2012,11964,13.1,22,19,Switzerland,University of Lausanne,14,3,Center for World University Rankings,84,Research,65
171,2012,50882,40.5,36,56,Australia,Monash University,14,3,Center for World University Rankings,84,Research,2
1039,2012,15521,18,25,57,Ireland,Trinity College Dublin,21,3,Center for World University Rankings,82,Research,30
32,2012,23144,7.8,9,31,Japan,Osaka University,1,1,Times Higher Education World University Ranking,100,Teaching,33
79,2012,17200,5,7,25,Japan,Tohoku University,14,3,Center for World University Rankings,84,Research,33
22,2012,17612,10.7,5,55,Israel,Hebrew University of Jerusalem,1,1,Times Higher Education World University Ranking,100,Teaching,31
1052,2012,62468,13.6,13,53,United States of America,Indiana University,21,3,Center for World University Rankings,82,Research,73
75,2012,26389,13.9,10,53,South Korea,Seoul National University,14,3,Center for World University Rankings,84,Research,62
127,2012,23895,13.6,14,54,Denmark,Aarhus University,14,3,Center for World University Rankings,84,Research,16
55,2012,50095,18.7,9,54,United States of America,University of Florida,1,1,Times Higher Education World University Ranking,100,Teaching,73
80,2012,83236,29.9,9,50,United States of America,Arizona State University,14,3,Center for World University Rankings,84,Research,73
215,2012,14260,14,40,52,United Kingdom,Queen Mary University of London,14,3,Center for World University Rankings,84,Research,72
150,2012,20925,13.5,29,53,United Kingdom,University of Southampton,14,3,Center for World University Rankings,84,Research,72
65,2012,15668,15,39,61,Switzerland,University of Geneva,1,1,Times Higher Education World University Ranking,100,Teaching,65
450,2012,11512,14.9,33,52,United Kingdom,Lancaster University,19,3,Center for World University Rankings,82,Research,72
188,2012,31715,23.7,8,62,Sweden,Stockholm University,14,3,Center for World University Rankings,84,Research,64
154,2012,27703,14.7,21,58,United Kingdom,University of Leeds,14,3,Center for World University Rankings,84,Research,72
133,2012,24556,25.6,12,52,Netherlands,University of Groningen,14,3,Center for World University Rankings,84,Research,44
181,2012,20541,12,16,56,United States of America,George Washington University,14,3,Center for World University Rankings,84,Research,73
93,2012,27545,4.1,19,67,Denmark,University of Copenhagen,14,3,Center for World University Rankings,84,Research,16
84,2012,23845,10.2,12,52,United States of America,University of Virginia,14,3,Center for World University Rankings,84,Research,73
126,2012,15408,8.5,14,53,United States of America,Georgetown University,14,3,Center for World University Rankings,84,Research,73
206,2012,34651,20.5,25,67,Austria,University of Vienna,14,3,Center for World University Rankings,84,Research,3
97,2012,30144,15,27,54,United Kingdom,University of Nottingham,14,3,Center for World University Rankings,84,Research,72
132,2012,27526,11.6,11,52,United States of America,University of Iowa,14,3,Center for World University Rankings,84,Research,73
463,2012,2218,8,14,49,France,École normale supérieure de Lyon,19,3,Center for World University Rankings,82,Research,20
223,2012,20626,22,12,51,United States of America,"University of California, Riverside",14,3,Center for World University Rankings,84,Research,73
244,2012,6671,15,16,30,United States of America,Rensselaer Polytechnic Institute,14,3,Center for World University Rankings,84,Research,73
351,2012,14992,14.7,28,58,United Kingdom,University of East Anglia,14,3,Center for World University Rankings,84,Research,72
230,2012,20174,15.2,29,50,United Kingdom,Newcastle University,14,3,Center for World University Rankings,84,Research,72
1038,2012,7867,11.8,7,54,United States of America,William & Mary,21,3,Center for World University Rankings,82,Research,73
146,2012,25295,16.4,23,54,United Kingdom,University of Birmingham,14,3,Center for World University Rankings,84,Research,72
625,2012,9454,17.2,38,55,United Kingdom,"Birkbeck, University of London",21,3,Center for World University Rankings,82,Research,72
237,2012,5495,12.6,22,55,United States of America,Brandeis University,14,3,Center for World University Rankings,84,Research,73
203,2012,17916,10.2,22,53,Hong Kong,Chinese University of Hong Kong,14,3,Center for World University Rankings,84,Research,24
161,2012,33062,39.3,20,58,Germany,Free University of Berlin,14,3,Center for World University Rankings,84,Research,21
277,2012,12938,15.8,33,54,United Kingdom,University of Aberdeen,14,3,Center for World University Rankings,84,Research,72
113,2012,31891,11.9,7,39,Taiwan,National Taiwan University,14,3,Center for World University Rankings,84,Research,66
173,2012,6753,5.5,7,53,United States of America,Yeshiva University,14,3,Center for World University Rankings,84,Research,73
358,2012,17755,18.8,28,54,United Kingdom,University of Exeter,14,3,Center for World University Rankings,84,Research,72
121,2012,20580,18.9,18,48,Netherlands,Erasmus University Rotterdam,14,3,Center for World University Rankings,84,Research,44
325,2012,18529,16.6,37,48,United Kingdom,University of Warwick,14,3,Center for World University Rankings,84,Research,72
135,2012,17713,13,10,58,Netherlands,Radboud University Nijmegen,14,3,Center for World University Rankings,84,Research,44
270,2012,22193,24.5,23,58,Ireland,University College Dublin,14,3,Center for World University Rankings,84,Research,30
148,2012,23280,16.3,6,56,Netherlands,VU University Amsterdam,14,3,Center for World University Rankings,84,Research,44
149,2012,7326,4.6,5,51,United States of America,Wake Forest University,14,3,Center for World University Rankings,84,Research,73
1057,2012,50657,21.4,9,47,United States of America,Texas A&M University,21,3,Center for World University Rankings,82,Research,73
288,2012,12050,14.8,28,55,United Kingdom,University of Reading,14,3,Center for World University Rankings,84,Research,72
56,2012,23977,24.4,4,55,Israel,Tel Aviv University,1,1,Times Higher Education World University Ranking,100,Teaching,31
219,2012,24313,9.2,17,53,United States of America,University of Illinois at Chicago,14,3,Center for World University Rankings,84,Research,73
239,2012,37917,27.6,16,31,Germany,RWTH Aachen University,14,3,Center for World University Rankings,84,Research,21
151,2012,25028,16.2,33,48,Singapore,Nanyang Technological University,14,3,Center for World University Rankings,84,Research,58
1058,2012,27756,14.8,17,63,France,Paris Diderot University – Paris 7,21,3,Center for World University Rankings,82,Research,20
192,2012,28856,42,19,54,Belgium,Université catholique de Louvain,14,3,Center for World University Rankings,84,Research,6
143,2012,15286,5.7,14,50,United States of America,University of Miami,14,3,Center for World University Rankings,84,Research,73
1059,2012,20488,22.1,10,58,Canada,Queen’s University,21,3,Center for World University Rankings,82,Research,9
274,2012,29787,18.9,28,54,New Zealand,University of Auckland,14,3,Center for World University Rankings,84,Research,45
152,2012,38309,25.9,33,47,Australia,University of New South Wales,14,3,Center for World University Rankings,84,Research,2
253,2012,11628,15.3,25,60,United Kingdom,University of Dundee,14,3,Center for World University Rankings,84,Research,72
378,2012,17581,21.5,11,56,Canada,University of Victoria,14,3,Center for World University Rankings,84,Research,9
198,2012,9990,5,18,27,Denmark,Technical University of Denmark,14,3,Center for World University Rankings,84,Research,16
137,2012,81402,14.6,4,48,Brazil,University of São Paulo,14,3,Center for World University Rankings,84,Research,7
248,2012,19262,15.9,10,56,United States of America,University of Delaware,14,3,Center for World University Rankings,84,Research,73
163,2012,31861,9.3,15,60,Germany,Goethe University Frankfurt,14,3,Center for World University Rankings,84,Research,21
212,2012,18815,13.6,30,52,United Kingdom,University of Liverpool,14,3,Center for World University Rankings,84,Research,72
91,2012,27139,18.8,18,52,Norway,University of Oslo,14,3,Center for World University Rankings,84,Research,47
183,2012,29991,17.4,11,44,United States of America,Iowa State University,14,3,Center for World University Rankings,84,Research,73
213,2012,36733,26.3,15,60,Canada,University of Ottawa,14,3,Center for World University Rankings,84,Research,9
427,2012,10901,18.3,13,59,Spain,Pompeu Fabra University,19,3,Center for World University Rankings,82,Research,63
1055,2012,12062,14.6,21,30,Sweden,KTH Royal Institute of Technology,21,3,Center for World University Rankings,82,Research,64
162,2012,28327,38.9,12,58,Germany,University of Tübingen,14,3,Center for World University Rankings,84,Research,21
1049,2012,26467,31.2,16,52,Germany,University of Freiburg,21,3,Center for World University Rankings,82,Research,21
226,2012,20851,20.7,27,50,Australia,University of Western Australia,14,3,Center for World University Rankings,84,Research,2
306,2012,11623,11.1,12,60,Norway,University of Bergen,14,3,Center for World University Rankings,84,Research,47
271,2012,14290,7.9,2,60,China,University of Science and Technology of China,14,3,Center for World University Rankings,84,Research,11
376,2012,10015,7.1,28,51,Hong Kong,City University of Hong Kong,14,3,Center for World University Rankings,84,Research,24
469,2012,10930,59.1,12,54,Germany,University of Konstanz,19,3,Center for World University Rankings,82,Research,21
333,2012,13216,17.4,19,54,United States of America,Boston College,14,3,Center for World University Rankings,84,Research,73
216,2012,25294,24.6,16,26,Germany,Karlsruhe Institute of Technology,14,3,Center for World University Rankings,84,Research,21
251,2012,15626,18.9,48,56,Netherlands,Maastricht University,14,3,Center for World University Rankings,84,Research,44
264,2012,14541,13.4,35,54,United Kingdom,University of Leicester,14,3,Center for World University Rankings,84,Research,72
446,2012,6631,12,26,37,Netherlands,University of Twente,19,3,Center for World University Rankings,82,Research,44
5,2013,2243,6.9,27,33,United States of America,California Institute of Technology,1,1,Times Higher Education World University Ranking,100,Teaching,73
3,2013,15596,7.8,22,42,United States of America,Stanford University,1,1,Times Higher Education World University Ranking,100,Teaching,73
7,2013,19919,11.6,34,46,United Kingdom,University of Oxford,1,1,Times Higher Education World University Ranking,100,Teaching,72
1,2013,20152,8.9,25,46,United States of America,Harvard University,1,1,Times Higher Education World University Ranking,100,Teaching,73
2,2013,11074,9,33,37,United States of America,Massachusetts Institute of Technology,1,1,Times Higher Education World University Ranking,100,Teaching,73
6,2013,7929,8.4,27,45,United States of America,Princeton University,1,1,Times Higher Education World University Ranking,100,Teaching,73
4,2013,18812,11.8,34,46,United Kingdom,University of Cambridge,1,1,Times Higher Education World University Ranking,100,Teaching,72
28,2013,15060,11.7,51,37,United Kingdom,Imperial College London,1,1,Times Higher Education World University Ranking,100,Teaching,72
10,2013,36186,16.4,15,50,United States of America,"University of California, Berkeley",1,1,Times Higher Education World University Ranking,100,Teaching,73
11,2013,14221,6.9,21,42,United States of America,University of Chicago,1,1,Times Higher Education World University Ranking,100,Teaching,73
8,2013,11751,4.4,20,50,United States of America,Yale University,1,1,Times Higher Education World University Ranking,100,Teaching,73
1025,2013,18178,14.7,37,31,Switzerland,ETH Zurich – Swiss Federal Institute of Technology Zurich,21,3,Center for World University Rankings,82,Research,65
19,2013,38206,10.3,15,52,United States of America,"University of California, Los Angeles",1,1,Times Higher Education World University Ranking,100,Teaching,73
9,2013,25055,5.9,28,52,United States of America,Columbia University,1,1,Times Higher Education World University Ranking,100,Teaching,73
13,2013,20376,6.5,20,51,United States of America,University of Pennsylvania,1,1,Times Higher Education World University Ranking,100,Teaching,73
15,2013,15128,3.6,23,50,United States of America,Johns Hopkins University,1,1,Times Higher Education World University Ranking,100,Teaching,73
31,2013,26607,10.7,46,56,United Kingdom,University College London,1,1,Times Higher Education World University Ranking,100,Teaching,72
12,2013,21424,10.2,19,48,United States of America,Cornell University,1,1,Times Higher Education World University Ranking,100,Teaching,73
33,2013,18334,13.8,15,48,United States of America,Northwestern University,1,1,Times Higher Education World University Ranking,100,Teaching,73
1026,2013,41786,9,16,48,United States of America,University of Michigan,21,3,Center for World University Rankings,82,Research,73
35,2013,66198,19.5,15,48,Canada,University of Toronto,1,1,Times Higher Education World University Ranking,100,Teaching,9
43,2013,11885,13.1,35,39,United States of America,Carnegie Mellon University,1,1,Times Higher Education World University Ranking,100,Teaching,73
27,2013,15172,4.8,17,49,United States of America,Duke University,1,1,Times Higher Education World University Ranking,100,Teaching,73
1027,2013,44020,11.8,13,53,United States of America,University of Washington,21,3,Center for World University Rankings,82,Research,73
87,2013,19967,20.1,26,31,United States of America,Georgia Institute of Technology,14,3,Center for World University Rankings,84,Research,73
30,2013,49427,17.4,9,51,United States of America,University of Texas at Austin,1,1,Times Higher Education World University Ranking,100,Teaching,73
14,2013,26199,5.7,10,51,Japan,University of Tokyo,1,1,Times Higher Education World University Ranking,100,Teaching,33
118,2013,40128,23.7,35,55,Australia,University of Melbourne,14,3,Center for World University Rankings,84,Research,2
104,2013,31592,15.5,34,49,Singapore,National University of Singapore,14,3,Center for World University Rankings,84,Research,58
67,2013,50152,17.6,25,54,Canada,University of British Columbia,1,1,Times Higher Education World University Ranking,100,Teaching,9
1056,2013,39655,10.8,11,51,United States of America,University of Wisconsin-Madison,21,3,Center for World University Rankings,82,Research,73
60,2013,25774,14.1,36,58,United Kingdom,University of Edinburgh,1,1,Times Higher Education World University Ranking,100,Teaching,72
1028,2013,42727,18.7,20,47,United States of America,University of Illinois at Urbana-Champaign,21,3,Center for World University Rankings,82,Research,73
41,2013,31326,13.7,23,56,Canada,McGill University,1,1,Times Higher Education World University Ranking,100,Teaching,9
40,2013,22020,27.3,11,52,United States of America,"University of California, Santa Barbara",1,1,Times Higher Education World University Ranking,100,Teaching,73
158,2013,19835,17.6,38,53,Hong Kong,University of Hong Kong,14,3,Center for World University Rankings,84,Research,24
107,2013,14604,19.2,35,52,Australia,Australian National University,14,3,Center for World University Rankings,84,Research,2
20,2013,27233,6.5,11,48,United States of America,"University of California, San Diego",1,1,Times Higher Education World University Ranking,100,Teaching,73
1032,2013,9666,10.5,54,27,Switzerland,École Polytechnique Fédérale de Lausanne,21,3,Center for World University Rankings,82,Research,65
23,2013,42056,6.8,19,55,United States of America,New York University,1,1,Times Higher Education World University Ranking,100,Teaching,73
70,2013,7774,11.5,22,70,Sweden,Karolinska Institute,8,2,Shanghai Ranking,88,International,64
36,2013,26518,7.3,8,58,United States of America,University of North Carolina at Chapel Hill,1,1,Times Higher Education World University Ranking,100,Teaching,73
45,2013,35364,13.9,13,54,United States of America,"University of California, Davis",1,1,Times Higher Education World University Ranking,100,Teaching,73
1029,2013,12528,5.7,17,54,United States of America,Washington University in St Louis,21,3,Center for World University Rankings,82,Research,73
111,2013,40148,8.3,14,54,China,Peking University,14,3,Center for World University Rankings,84,Research,11
1033,2013,46825,18,13,52,United States of America,University of Minnesota,21,3,Center for World University Rankings,82,Research,73
1035,2013,35691,15.5,13,62,Germany,LMU Munich,21,3,Center for World University Rankings,82,Research,21
76,2013,34938,15.3,34,52,United Kingdom,University of Manchester,14,3,Center for World University Rankings,84,Research,72
